tblkey,Module,moduletitle,userkey,program,staffid,staff,explaining,interesting,overall,Comments,year,semester,N
9352,PSYC090,redacted,9982,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9393,PSYC090,redacted,9983,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9407,PSYC090,redacted,10168,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9483,PSYC090,redacted,10003,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,2,1120
9535,PSYC090,redacted,9973,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9576,PSYC090,redacted,9969,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9596,PSYC090,redacted,10079,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9616,PSYC090,redacted,10025,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9630,PSYC090,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9664,PSYC090,redacted,10034,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9716,PSYC090,redacted,10146,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9752,PSYC090,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9760,PSYC090,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9802,PSYC090,redacted,10091,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9832,PSYC090,redacted,10089,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,2,1120
9852,PSYC090,redacted,10131,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9893,PSYC090,redacted,10311,BSc (Hons) Psychology Stage 2,redacted,person 874,2,4,4,,2017,2,1120
9913,PSYC090,redacted,10177,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9961,PSYC090,redacted,10760,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,0,,2017,2,1120
9993,PSYC090,redacted,9932,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10001,PSYC090,redacted,10116,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10021,PSYC090,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10041,PSYC090,redacted,10059,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,2,1120
10077,PSYC090,redacted,9940,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10091,PSYC090,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10105,PSYC090,redacted,9747,BSc (Hons) Psychology Stage 2,redacted,person 874,4,5,4,,2017,2,1120
10139,PSYC090,redacted,10073,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10178,PSYC090,redacted,9944,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10186,PSYC090,redacted,10030,MPsych Advanced Psychology,redacted,person 874,0,0,0,,2017,2,1120
10228,PSYC090,redacted,10221,MPsych Advanced Psychology,redacted,person 874,0,0,0,,2017,2,1120
10248,PSYC090,redacted,9984,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10268,PSYC090,redacted,9948,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10288,PSYC090,redacted,10096,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10360,PSYC090,redacted,10169,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10408,PSYC090,redacted,9981,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10428,PSYC090,redacted,10074,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10442,PSYC090,redacted,10097,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10462,PSYC090,redacted,10006,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
10488,PSYC090,redacted,10204,MPsych Advanced Psychology,redacted,person 874,0,0,0,,2017,2,1120
10496,PSYC090,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10516,PSYC090,redacted,10145,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
10558,PSYC090,redacted,10040,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
2403,PSYC899,redacted,10124,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
2416,PSYC899,redacted,10022,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
2437,PSYC899,redacted,9940,BSc (Hons) Psychology Stage 2,redacted,person 350,4,1,4,,2017,1,1228
2466,PSYC899,redacted,10222,BSc (Hons) Psychology Stage 2,redacted,person 350,5,3,4,,2017,1,1228
2488,PSYC899,redacted,9175,MPsych Advanced Psychology,redacted,person 350,0,0,0,,2017,1,1228
2501,PSYC899,redacted,9958,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
2509,PSYC899,redacted,9981,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
2562,PSYC899,redacted,10101,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
2590,PSYC899,redacted,10053,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
2612,PSYC899,redacted,10009,BSc (Hons) Psychology Stage 2,redacted,person 350,0,0,0,,2017,1,1228
2620,PSYC899,redacted,9941,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
2628,PSYC899,redacted,9964,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
2652,PSYC899,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
2670,PSYC899,redacted,10026,MPsych Advanced Psychology,redacted,person 350,4,3,3,,2017,1,1228
2697,PSYC899,redacted,10033,MPsych Advanced Psychology,redacted,person 350,3,4,4,,2017,1,1228
2724,PSYC899,redacted,10113,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
2743,PSYC899,redacted,10093,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
2751,PSYC899,redacted,10204,MPsych Advanced Psychology,redacted,person 350,5,5,5,,2017,1,1228
2790,PSYC899,redacted,10095,BSc (Hons) Psychology Stage 2,redacted,person 350,0,0,0,,2017,1,1228
2827,PSYC899,redacted,10134,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
2835,PSYC899,redacted,10154,MPsych Advanced Psychology,redacted,person 350,4,4,4,,2017,1,1228
2856,PSYC899,redacted,9982,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
2897,PSYC899,redacted,9931,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,5,5,5,,2017,1,1228
2942,PSYC899,redacted,10223,BSc (Hons) Psychology Stage 2,redacted,person 350,3,2,3,,2017,1,1228
2950,PSYC899,redacted,9935,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
2974,PSYC899,redacted,10682,BSc (Hons) Psychology Stage 1,redacted,person 350,5,5,5,,2017,1,1228
2998,PSYC899,redacted,10089,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
3010,PSYC899,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3052,PSYC899,redacted,10090,MPsych Advanced Psychology,redacted,person 350,5,4,4,,2017,1,1228
3060,PSYC899,redacted,9937,MPsych Advanced Psychology,redacted,person 350,5,4,5,,2017,1,1228
3072,PSYC899,redacted,10131,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
3085,PSYC899,redacted,10678,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
3103,PSYC899,redacted,10030,MPsych Advanced Psychology,redacted,person 350,5,5,5,,2017,1,1228
3116,PSYC899,redacted,9997,BSc (Hons) Psychology Stage 2,redacted,person 350,5,3,4,,2017,1,1228
3124,PSYC899,redacted,9936,BSc (Hons) Psychology Stage 2,redacted,person 350,5,1,5,,2017,1,1228
3158,PSYC899,redacted,10102,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,4,,2017,1,1228
3166,PSYC899,redacted,9605,BSc (Hons) Psychology Stage 2,redacted,person 350,3,3,3,,2017,1,1228
3209,PSYC899,redacted,10146,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
3221,PSYC899,redacted,9969,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
3238,PSYC899,redacted,0,,redacted,person 350,4,4,4,,2017,1,1228
3259,PSYC899,redacted,10002,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3273,PSYC899,redacted,10136,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,4,3,3,,2017,1,1228
3301,PSYC899,redacted,10189,BSc (Hons) Psychology Stage 2,redacted,person 350,0,0,0,,2017,1,1228
3313,PSYC899,redacted,10007,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
3325,PSYC899,redacted,9928,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3385,PSYC899,redacted,10086,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3407,PSYC899,redacted,10096,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
3419,PSYC899,redacted,9991,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
3439,PSYC899,redacted,10050,BSc (Hons) Psychology Stage 2,redacted,person 350,0,0,0,,2017,1,1228
3477,PSYC899,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3519,PSYC899,redacted,10015,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
3556,PSYC899,redacted,9927,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 350,3,3,3,,2017,1,1228
3568,PSYC899,redacted,9942,MPsych Advanced Psychology,redacted,person 350,5,5,5,,2017,1,1228
3581,PSYC899,redacted,10188,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3666,PSYC899,redacted,9977,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3678,PSYC899,redacted,8609,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3703,PSYC899,redacted,9925,MPsych Advanced Psychology,redacted,person 350,4,3,3,,2017,1,1228
3757,PSYC899,redacted,10061,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
3778,PSYC899,redacted,10068,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3795,PSYC899,redacted,10169,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
3809,PSYC899,redacted,10079,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
3827,PSYC899,redacted,10023,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
3866,PSYC899,redacted,10056,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
3891,PSYC899,redacted,10077,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,4,4,3,,2017,1,1228
3903,PSYC899,redacted,9951,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
3933,PSYC899,redacted,10037,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,4,,2017,1,1228
3965,PSYC899,redacted,10073,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
3990,PSYC899,redacted,10127,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
4003,PSYC899,redacted,10164,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4033,PSYC899,redacted,10013,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4048,PSYC899,redacted,9926,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,4,,2017,1,1228
4111,PSYC899,redacted,10004,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
4119,PSYC899,redacted,10138,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
4132,PSYC899,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,4,3,4,,2017,1,1228
4161,PSYC899,redacted,10042,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4174,PSYC899,redacted,9972,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4187,PSYC899,redacted,10107,MPsych Advanced Psychology,redacted,person 350,5,4,5,,2017,1,1228
4212,PSYC899,redacted,10083,BSc (Hons) Psychology Stage 2,redacted,person 350,3,3,3,,2017,1,1228
4225,PSYC899,redacted,9955,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4237,PSYC899,redacted,10063,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
4272,PSYC899,redacted,10135,MPsych Advanced Psychology,redacted,person 350,5,3,5,,2017,1,1228
4285,PSYC899,redacted,9995,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4298,PSYC899,redacted,10166,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4322,PSYC899,redacted,10065,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
4335,PSYC899,redacted,10216,MPsych Advanced Psychology,redacted,person 350,4,2,4,,2017,1,1228
4360,PSYC899,redacted,10040,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
4392,PSYC899,redacted,10217,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
4429,PSYC899,redacted,10213,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
4463,PSYC899,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,4,,2017,1,1228
4476,PSYC899,redacted,10208,BSc (Hons) Psychology Stage 2,redacted,person 350,5,3,4,,2017,1,1228
4489,PSYC899,redacted,10322,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,5,4,5,,2017,1,1228
4521,PSYC899,redacted,10192,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
4538,PSYC899,redacted,9984,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,4,,2017,1,1228
4567,PSYC899,redacted,10175,BSc (Hons) Psychology Stage 2,redacted,person 350,3,3,3,,2017,1,1228
4604,PSYC899,redacted,10008,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4617,PSYC899,redacted,10215,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,4,3,3,,2017,1,1228
4668,PSYC899,redacted,10082,MPsych Advanced Psychology,redacted,person 350,5,5,5,,2017,1,1228
4693,PSYC899,redacted,10074,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4713,PSYC899,redacted,9974,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,4,,2017,1,1228
4734,PSYC899,redacted,10212,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4747,PSYC899,redacted,10182,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
4772,PSYC899,redacted,10200,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,4,,2017,1,1228
4785,PSYC899,redacted,9959,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
4818,PSYC899,redacted,9948,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4831,PSYC899,redacted,10018,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
4839,PSYC899,redacted,10014,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4865,PSYC899,redacted,10165,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
4897,PSYC899,redacted,10156,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
4910,PSYC899,redacted,10038,BSc (Hons) Psychology Stage 2,redacted,person 350,5,3,4,,2017,1,1228
4923,PSYC899,redacted,10085,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
4931,PSYC899,redacted,10183,BSc (Hons) Psychology Stage 2,redacted,person 350,3,3,4,,2017,1,1228
4949,PSYC899,redacted,10100,BSc (Hons) Psychology Stage 2,redacted,person 350,5,2,4,,2017,1,1228
4957,PSYC899,redacted,10218,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
4974,PSYC899,redacted,9980,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
5000,PSYC899,redacted,10024,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
5013,PSYC899,redacted,10161,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
5038,PSYC899,redacted,10218,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
5051,PSYC899,redacted,10005,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
5064,PSYC899,redacted,10187,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
5077,PSYC899,redacted,10099,BSc (Hons) Psychology Stage 2,redacted,person 350,4,2,4,,2017,1,1228
5102,PSYC899,redacted,10114,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,5,,2017,1,1228
5115,PSYC899,redacted,10098,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,3,,2017,1,1228
5128,PSYC899,redacted,10804,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
5153,PSYC899,redacted,10151,BSc (Hons) Psychology Stage 2,redacted,person 350,5,3,5,,2017,1,1228
5166,PSYC899,redacted,9989,BSc (Hons) Psychology Stage 2,redacted,person 350,3,3,3,,2017,1,1228
5179,PSYC899,redacted,10219,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
5192,PSYC899,redacted,10168,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5204,PSYC899,redacted,9965,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,2,1,2,,2017,1,1228
5348,PSYC899,redacted,10165,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5373,PSYC899,redacted,10062,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5417,PSYC899,redacted,10143,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
5437,PSYC899,redacted,10067,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5450,PSYC899,redacted,10003,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
5463,PSYC899,redacted,10011,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5499,PSYC899,redacted,10145,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
5567,PSYC899,redacted,9973,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5579,PSYC899,redacted,10177,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5592,PSYC899,redacted,10311,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5637,PSYC899,redacted,9994,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5650,PSYC899,redacted,10160,BSc (Hons) Psychology Stage 2,redacted,person 350,5,3,4,,2017,1,1228
5663,PSYC899,redacted,10802,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,4,4,5,,2017,1,1228
5739,PSYC899,redacted,10103,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
5791,PSYC899,redacted,10130,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5803,PSYC899,redacted,9953,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
5888,PSYC899,redacted,10167,BSc (Hons) Psychology Stage 2,redacted,person 350,4,3,4,,2017,1,1228
5913,PSYC899,redacted,10059,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
5926,PSYC899,redacted,10579,Stage 1 Exchange Students,redacted,person 350,4,4,4,,2017,1,1228
5939,PSYC899,redacted,9932,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
5957,PSYC899,redacted,10186,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,5,5,5,,2017,1,1228
5969,PSYC899,redacted,10141,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
5982,PSYC899,redacted,9938,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,4,4,4,,2017,1,1228
6007,PSYC899,redacted,10123,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,5,,2017,1,1228
6051,PSYC899,redacted,10190,BSc (Hons) Psychology Stage 2,redacted,person 350,5,4,5,,2017,1,1228
6064,PSYC899,redacted,10152,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
6084,PSYC899,redacted,9640,BSc (Hons) Psychology Stage 2,redacted,person 350,5,5,5,,2017,1,1228
6121,PSYC899,redacted,10199,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,5,,2017,1,1228
6134,PSYC899,redacted,9954,MPsych Advanced Psychology,redacted,person 350,5,4,4,,2017,1,1228
6147,PSYC899,redacted,10214,BSc (Hons) Psychology Stage 2,redacted,person 350,4,4,4,,2017,1,1228
6184,PSYC899,redacted,10170,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 350,5,5,5,,2017,1,1228
